"No.","Time","Source","Destination","Protocol","Length","Info"
"290","10.849481","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"291","11.011013","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"292","11.207250","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"293","11.463621","Tellesco_96:4d:c0","Broadcast","ARP","60","Who has 192.168.15.149? Tell 192.168.15.1"
"294","11.478741","192.168.15.130","63.251.239.51","UDP","87","63821  >  22426 Len=45"
"295","11.495000","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:801::200e","TCP","75","50160  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"296","11.549512","2800:3f0:4004:801::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","TCP","86","443  >  50160 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"297","11.589896","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"298","11.675112","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"299","11.675500","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"300","11.923990","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"301","11.924337","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"302","11.963809","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"303","12.132525","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"304","12.298681","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"305","12.399500","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4003:c00::bc","TCP","75","49857  >  5228 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"306","12.461886","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"307","12.462229","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"308","12.478704","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"309","12.485544","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"310","12.515116","2800:3f0:4003:c00::bc","2804:1b0:f187:cbe:6451:d15:9cd3:b005","TCP","86","5228  >  49857 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"311","12.590259","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"312","12.812614","fe80::96ea:eaff:fe96:4dc0","ff02::1","ICMPv6","166","Router Advertisement from 94:ea:ea:96:4d:c0"
"313","12.819511","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"314","12.819877","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"315","12.912433","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"316","13.077654","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"317","13.244936","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"318","13.411858","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"319","13.468481","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","TCP","75","50161  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"320","13.478736","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"321","13.523297","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","TCP","86","443  >  50161 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"322","13.590662","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"323","13.655513","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"324","13.655854","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"325","13.731302","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"326","13.896341","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"327","14.063965","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"328","14.194103","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"329","14.194485","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"330","14.260617","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"331","14.289055","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"332","14.289378","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"333","14.316383","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:800::2003","TCP","75","50162  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"334","14.371766","2800:3f0:4004:800::2003","2804:1b0:f187:cbe:6451:d15:9cd3:b005","TCP","86","443  >  50162 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"335","14.383966","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"336","14.384318","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"337","14.391180","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"338","14.409277","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"339","14.409636","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"340","14.449454","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"341","14.453544","107.20.56.128","192.168.15.130","TLSv1.2","87","Application Data"
"342","14.478757","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"343","14.498078","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"344","14.498440","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"345","14.506876","192.168.15.130","107.20.56.128","TCP","54","50095  >  443 [ACK] Seq=1 Ack=34 Win=510 Len=0"
"346","14.545908","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"347","14.585129","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"348","14.589651","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"349","14.591121","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"350","14.643994","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"351","14.644369","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"352","14.674174","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"353","14.712826","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"354","14.838297","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"355","14.879946","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"356","14.977433","192.168.15.130","107.20.56.128","TLSv1.2","90","Application Data"
"357","15.005086","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"358","15.082918","107.20.56.128","192.168.15.130","TCP","60","443  >  50095 [ACK] Seq=34 Ack=37 Win=202 Len=0"
"359","15.479698","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"360","15.542314","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"361","15.542756","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"362","15.591698","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"363","15.603088","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"364","15.734281","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"365","15.892499","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"366","16.479681","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"367","16.591544","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"368","17.043928","63.251.239.51","192.168.15.130","UDP","74","22426  >  63821 Len=32"
"369","17.044310","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"370","17.189489","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:80b::200a","TCP","75","50165  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"371","17.244361","2800:3f0:4004:80b::200a","2804:1b0:f187:cbe:6451:d15:9cd3:b005","TCP","86","443  >  50165 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"372","17.480694","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"373","17.591940","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"374","17.699267","fe80::96ea:eaff:fe96:4dc0","ff02::1:ff2a:ac7c","ICMPv6","86","Neighbor Solicitation for fe80::1435:90ff:fe2a:ac7c from 94:ea:ea:96:4d:c0"
"375","17.850429","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"376","17.850861","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"377","18.073538","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2606:4700:3037::ac43:9161","TCP","75","50164  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"378","18.241302","63.251.239.51","192.168.15.130","UDP","87","22426  >  63821 Len=45"
"379","18.241685","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"380","18.291003","2606:4700:3037::ac43:9161","2804:1b0:f187:cbe:6451:d15:9cd3:b005","TCP","86","443  >  50164 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"381","18.386210","63.251.239.51","192.168.15.130","UDP","1134","22426  >  63821 Len=1092"
"382","18.388446","63.251.239.51","192.168.15.130","UDP","784","22426  >  63821 Len=742"
"383","18.388527","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"384","18.389920","63.251.239.51","192.168.15.130","UDP","816","22426  >  63821 Len=774"
"385","18.390087","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"386","18.391558","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"387","18.435299","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2606:4700:3037::ac43:9161","TCP","75","50163  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU]"
"388","18.480674","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"389","18.515297","192.168.15.1","239.255.255.250","SSDP","385","NOTIFY * HTTP/1.1 "
"390","18.516024","192.168.15.1","239.255.255.250","SSDP","330","NOTIFY * HTTP/1.1 "
"391","18.516825","192.168.15.1","239.255.255.250","SSDP","321","NOTIFY * HTTP/1.1 "
"392","18.517541","192.168.15.1","239.255.255.250","SSDP","395","NOTIFY * HTTP/1.1 "
"393","18.592425","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"394","18.614103","2606:4700:3037::ac43:9161","2804:1b0:f187:cbe:6451:d15:9cd3:b005","TCP","86","443  >  50163 [ACK] Seq=1 Ack=2 Win=8 Len=0 SLE=1 SRE=2"
"395","18.625477","192.168.15.130","179.184.214.195","TCP","54","50046  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"396","18.757467","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"397","18.817384","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"398","18.919100","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"399","18.922557","192.168.15.130","155.133.227.50","TLSv1.2","136","Application Data"
"400","18.923553","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"401","19.028964","155.133.227.50","192.168.15.130","TCP","60","27029  >  49775 [ACK] Seq=1 Ack=83 Win=1025 Len=0"
"402","19.084517","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"403","19.106201","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"404","19.225162","155.133.227.50","192.168.15.130","TLSv1.2","550","Application Data"
"405","19.251120","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"406","19.268431","192.168.15.130","155.133.227.50","TCP","54","49775  >  27029 [ACK] Seq=83 Ack=497 Win=510 Len=0"
"407","19.480702","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"408","19.587525","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"409","19.592888","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"410","19.595355","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"411","19.627894","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"412","19.642100","63.251.239.51","192.168.15.130","UDP","94","22426  >  63821 Len=52"
"413","19.887874","63.251.239.51","192.168.15.130","UDP","74","22426  >  63821 Len=32"
"414","19.888346","192.168.15.130","63.251.239.51","UDP","75","63821  >  22426 Len=33"
"415","20.166466","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:810::200e","TCP","75","50170  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU]"
"416","20.221174","2800:3f0:4004:810::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","TCP","86","443  >  50170 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"417","20.411722","192.168.15.1","224.0.0.1","IGMPv2","60","Membership Query, general"
"418","20.412593","fe80::96ea:eaff:fe96:4dc0","ff02::1","ICMPv6","90","Multicast Listener Query"
"419","20.412686","fe80::ddc8:2cc6:e88:26dd","ff02::16","ICMPv6","190","Multicast Listener Report Message v2"
"420","20.420086","fe80::a2d0:dcff:fe1c:21cc","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"421","20.480689","192.168.15.130","63.251.239.51","UDP","74","63821  >  22426 Len=32"
"422","20.494576","fe80::1435:90ff:fe2a:ac7c","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"423","20.500249","fe80::4f0:91ff:fe70:9e9d","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"424","20.503923","fe80::5858:c7ff:fe17:35ac","ff02::16","ICMPv6","170","Multicast Listener Report Message v2"
"425","20.591776","63.251.239.51","192.168.15.130","UDP","75","22426  >  63821 Len=33"
"426","20.609677","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","1292","Initial, DCID=2285136c8a1c7203, PKN: 1, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO"
"427","20.609845","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","140","0-RTT, DCID=2285136c8a1c7203"
"428","20.610127","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","1288","0-RTT, DCID=2285136c8a1c7203"
"429","20.610143","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","1292","0-RTT, DCID=2285136c8a1c7203"
"430","20.610152","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","117","0-RTT, DCID=2285136c8a1c7203"
"431","20.691158","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","1292","Initial, SCID=e285136c8a1c7203, PKN: 1, ACK, PADDING"
"432","20.718728","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","1292","Protected Payload (KP0)"
"433","20.719077","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","140","Handshake, DCID=e285136c8a1c7203"
"434","20.719384","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","847","Protected Payload (KP0)"
"435","20.719384","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","251","Protected Payload (KP0)"
"436","20.719384","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","86","Protected Payload (KP0)"
"437","20.719439","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","93","Protected Payload (KP0), DCID=e285136c8a1c7203"
"438","20.720016","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","84","Protected Payload (KP0)"
"439","20.720061","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","93","Protected Payload (KP0), DCID=e285136c8a1c7203"
"440","20.774026","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","182","Protected Payload (KP0)"
"441","20.799616","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","94","Protected Payload (KP0), DCID=e285136c8a1c7203"
"442","20.845554","192.168.15.130","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"443","20.845587","192.168.15.130","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"444","20.845600","192.168.15.130","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"445","20.944208","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","976","Protected Payload (KP0)"
"446","20.944446","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","97","Protected Payload (KP0), DCID=e285136c8a1c7203"
"447","20.947100","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","329","Protected Payload (KP0)"
"448","20.949442","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:801::200e","QUIC","1292","Initial, DCID=a4b5045496319c83, PKN: 1, PADDING, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING"
"449","20.949560","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:801::200e","QUIC","141","0-RTT, DCID=a4b5045496319c83"
"450","20.972586","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:809::200e","QUIC","94","Protected Payload (KP0), DCID=e285136c8a1c7203"
"451","20.999416","2800:3f0:4004:809::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","87","Protected Payload (KP0)"
"452","21.031507","2800:3f0:4004:801::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","1292","Initial, SCID=e4b5045496319c83, PKN: 1, ACK, PADDING"
"453","21.060385","2800:3f0:4004:801::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","1292","Protected Payload (KP0)"
"454","21.060732","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:801::200e","QUIC","140","Handshake, DCID=e4b5045496319c83"
"455","21.060950","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:801::200e","QUIC","1288","Protected Payload (KP0), DCID=e4b5045496319c83"
"456","21.060963","2804:1b0:f187:cbe:6451:d15:9cd3:b005","2800:3f0:4004:801::200e","QUIC","1184","Protected Payload (KP0), DCID=e4b5045496319c83"
"457","21.061044","2800:3f0:4004:801::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","855","Protected Payload (KP0)"
"458","21.061044","2800:3f0:4004:801::200e","2804:1b0:f187:cbe:6451:d15:9cd3:b005","QUIC","255","Protected Payload (KP0)"
